,ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
357,466610,Male,No,No,Marketing,Low,5.0,Cat_6,A,19.0,0.0
358,459036,Female,Yes,Yes,Lawyer,Average,3.0,Cat_3,A,20.0,1.0
359,464047,Male,No,Yes,Healthcare,Low,3.0,Cat_6,D,43.0,3.0
360,459496,Female,No,Yes,Artist,Low,3.0,Cat_6,A,42.0,8.0
361,459997,Male,No,Yes,Entertainment,Low,2.0,Cat_4,A,43.0,1.0
362,463382,Female,Yes,Yes,Engineer,High,3.0,Cat_6,B,50.0,4.0
363,460967,Male,No,Yes,Entertainment,Low,2.0,Cat_6,A,25.0,1.0
364,465094,Male,Yes,No,Artist,High,2.0,Cat_6,B,61.0,1.0
365,461229,Female,Yes,Yes,Healthcare,Average,2.0,Cat_6,A,28.0,0.0
366,466442,Male,No,Yes,Artist,Low,1.0,Cat_6,D,38.0,1.0
367,464527,Male,No,No,Executive,Low,3.0,Cat_6,A,25.0,12.0
368,463560,Female,No,No,Healthcare,Low,5.0,Cat_4,D,18.0,9.0
369,460011,Male,Yes,Yes,Entertainment,Average,5.0,Cat_5,C,43.0,1.0
370,467207,Female,No,Yes,Artist,Low,1.0,Cat_6,B,27.0,8.0
371,465177,Female,No,Yes,Entertainment,Low,2.0,Cat_6,D,60.0,1.0
372,467531,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,75.0,2.0
373,465409,Female,No,No,Doctor,Low,4.0,Cat_6,D,31.0,5.0
374,462842,Male,No,No,Doctor,Low,4.0,Cat_2,D,23.0,6.0
375,462124,Male,No,Yes,Artist,Low,1.0,Cat_6,A,36.0,8.0
376,466265,Male,No,No,Doctor,Low,1.0,Cat_3,C,30.0,1.0
377,459789,Male,Yes,No,Artist,Average,2.0,Cat_6,C,56.0,1.0
378,464223,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,52.0,2.0
379,460280,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,D,39.0,0.0
380,460331,Female,No,No,Artist,Low,1.0,Cat_6,A,35.0,5.0
381,461494,Male,Yes,No,Engineer,Average,2.0,Cat_6,B,33.0,0.0
382,460035,Female,No,Yes,Artist,Low,6.0,Cat_6,A,25.0,0.0
383,463812,Female,Yes,Yes,Artist,Average,2.0,Cat_4,B,27.0,0.0
384,465569,Male,Yes,Yes,Artist,High,3.0,Cat_6,A,35.0,1.0
385,466333,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,41.0,1.0
386,467668,Female,Yes,Yes,Artist,Average,3.0,Cat_7,C,49.0,4.0
387,462723,Female,Yes,No,Artist,Average,2.0,Cat_6,B,46.0,8.0
388,460909,Female,No,No,Healthcare,Low,2.0,Cat_6,D,31.0,5.0
389,467777,Male,No,Yes,Doctor,Low,1.0,Cat_6,C,49.0,4.0
390,462404,Female,No,Yes,Artist,Low,1.0,Cat_6,A,26.0,9.0
391,461799,Male,Yes,Yes,Doctor,High,2.0,Cat_6,B,43.0,13.0
392,459933,Female,Yes,Yes,Artist,Low,4.0,Cat_6,A,30.0,8.0
393,463717,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,70.0,1.0
394,463652,Female,No,Yes,Artist,Low,1.0,Cat_6,D,28.0,0.0
395,462149,Female,Yes,No,Lawyer,High,1.0,Cat_6,D,89.0,3.0
396,462769,Female,Yes,No,Homemaker,High,4.0,Cat_6,B,42.0,6.0
397,465532,Female,Yes,Yes,Entertainment,Average,3.0,Cat_4,A,37.0,6.0
398,462829,Male,Yes,No,Executive,Average,3.0,Cat_6,D,29.0,1.0
399,459210,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,68.0,1.0
400,464659,Female,No,No,Engineer,Low,1.0,Cat_4,D,25.0,1.0
402,467759,Female,Yes,Yes,Doctor,Low,2.0,Cat_6,C,48.0,0.0
403,461475,Female,Yes,Yes,Doctor,Average,3.0,Cat_1,C,51.0,1.0
404,462714,Female,Yes,Yes,Engineer,High,5.0,Cat_2,B,40.0,1.0
405,466890,Male,Yes,Yes,Artist,Average,6.0,Cat_7,B,47.0,0.0
406,462888,Male,Yes,Yes,Executive,High,3.0,Cat_6,B,39.0,1.0
407,467479,Male,Yes,Yes,Executive,Average,4.0,Cat_6,C,35.0,1.0
408,466799,Female,No,No,Healthcare,Low,3.0,Cat_6,D,19.0,2.0
410,460873,Male,Yes,Yes,Entertainment,Average,3.0,Cat_4,B,46.0,0.0
411,466776,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,86.0,0.0
412,459462,Male,Yes,Yes,Artist,High,2.0,Cat_6,B,66.0,0.0
413,465727,Male,No,No,Marketing,Low,5.0,Cat_4,D,42.0,1.0
414,462348,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,73.0,1.0
415,460941,Male,Yes,No,Engineer,Low,1.0,Cat_6,A,72.0,1.0
416,461629,Male,Yes,Yes,Artist,Low,3.0,Cat_6,B,53.0,0.0
417,459907,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,39.0,8.0
418,467146,Female,No,No,Homemaker,Low,1.0,Cat_6,D,27.0,9.0
420,459196,Female,No,No,Healthcare,Low,3.0,Cat_4,D,23.0,1.0
421,465444,Female,No,Yes,Entertainment,Low,4.0,Cat_6,B,30.0,0.0
422,464186,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,39.0,5.0
423,466412,Male,Yes,Yes,Artist,Average,3.0,Cat_6,B,26.0,1.0
424,459480,Female,Yes,Yes,Entertainment,Low,3.0,Cat_6,A,50.0,7.0
425,467880,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,45.0,1.0
426,460216,Female,No,No,Entertainment,Low,1.0,Cat_6,A,62.0,2.0
427,467941,Female,No,Yes,Doctor,Low,3.0,Cat_6,A,27.0,1.0
429,462572,Female,Yes,No,Engineer,Average,7.0,Cat_4,A,30.0,1.0
430,467443,Male,No,No,Healthcare,Low,4.0,Cat_3,A,32.0,7.0
432,459701,Male,No,No,Artist,Low,3.0,Cat_5,B,47.0,3.0
433,461139,Female,No,Yes,Artist,Low,4.0,Cat_2,A,32.0,4.0
434,461115,Female,Yes,No,Engineer,Low,3.0,Cat_1,A,32.0,5.0
435,459027,Male,Yes,Yes,Doctor,Average,4.0,Cat_6,B,67.0,1.0
436,467340,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,C,77.0,0.0
438,460857,Male,No,No,Entertainment,Low,1.0,Cat_4,A,31.0,1.0
439,464300,Male,Yes,Yes,Artist,Low,3.0,Cat_4,A,42.0,0.0
441,463287,Male,Yes,Yes,Artist,Average,4.0,Cat_2,C,50.0,1.0
442,461392,Male,Yes,Yes,Artist,Average,5.0,Cat_6,C,71.0,0.0
443,461546,Female,Yes,No,Lawyer,Low,3.0,Cat_6,A,72.0,1.0
444,467780,Male,Yes,Yes,Artist,Low,3.0,Cat_6,A,47.0,1.0
445,462130,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,45.0,9.0
446,464684,Female,No,No,Engineer,Low,5.0,Cat_4,A,40.0,9.0
447,462276,Female,No,Yes,Engineer,Low,1.0,Cat_6,A,36.0,4.0
448,462142,Female,No,Yes,Artist,Low,1.0,Cat_6,B,42.0,8.0
449,462417,Male,No,No,Healthcare,Low,4.0,Cat_6,D,30.0,4.0
450,466463,Female,No,Yes,Healthcare,Low,4.0,Cat_4,B,29.0,2.0
451,464736,Male,No,Yes,Engineer,Low,5.0,Cat_4,D,28.0,0.0
453,459835,Male,Yes,No,Lawyer,Low,1.0,Cat_6,D,85.0,0.0
454,463855,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,40.0,1.0
455,460344,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,52.0,14.0
457,460139,Male,No,No,Artist,Low,6.0,Cat_5,D,26.0,6.0
458,464126,Female,No,Yes,Marketing,Low,1.0,Cat_6,B,55.0,3.0
459,461286,Female,No,No,Doctor,Low,4.0,Cat_6,D,20.0,4.0
460,461621,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,C,87.0,0.0
461,460163,Male,No,No,Healthcare,Low,2.0,Cat_4,A,28.0,0.0
462,461958,Male,No,No,Artist,Low,2.0,Cat_3,A,38.0,2.0
463,464875,Male,Yes,No,Entertainment,Low,2.0,Cat_4,B,42.0,1.0
464,464791,Male,Yes,No,Marketing,High,6.0,Cat_4,A,42.0,0.0
465,464579,Female,No,No,Engineer,Low,4.0,Cat_6,D,29.0,1.0
466,463531,Male,No,Yes,Doctor,Low,4.0,Cat_6,A,32.0,0.0
467,462651,Male,Yes,No,Executive,High,5.0,Cat_4,D,38.0,6.0
468,465486,Female,Yes,No,Artist,High,2.0,Cat_6,C,59.0,1.0
469,460882,Male,No,No,Healthcare,Low,2.0,Cat_3,D,22.0,0.0
471,461298,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,78.0,1.0
472,461595,Female,No,Yes,Healthcare,Low,3.0,Cat_4,A,32.0,0.0
473,459260,Male,Yes,Yes,Artist,Average,4.0,Cat_7,C,37.0,0.0
474,462772,Male,Yes,Yes,Healthcare,High,4.0,Cat_6,B,37.0,1.0
475,462941,Male,No,No,Lawyer,Low,2.0,Cat_6,D,67.0,2.0
476,459143,Male,Yes,No,Artist,High,4.0,Cat_6,B,47.0,0.0
477,464532,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,68.0,0.0
478,460056,Male,No,Yes,Healthcare,Low,5.0,Cat_1,C,30.0,3.0
479,466761,Female,Yes,Yes,Entertainment,Low,1.0,Cat_1,A,48.0,2.0
480,465469,Female,No,Yes,Artist,Low,1.0,Cat_6,C,43.0,6.0
481,461886,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,D,33.0,9.0
482,465680,Male,Yes,No,Healthcare,Average,5.0,Cat_4,D,31.0,0.0
483,459316,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,D,32.0,1.0
484,465609,Female,No,No,Healthcare,Low,4.0,Cat_2,D,21.0,1.0
485,467009,Female,No,No,Homemaker,Low,4.0,Cat_3,D,29.0,2.0
486,461766,Female,Yes,Yes,Artist,Low,2.0,Cat_4,A,35.0,1.0
487,464938,Male,Yes,No,Artist,Low,3.0,Cat_4,A,46.0,0.0
488,462034,Female,Yes,Yes,Artist,High,2.0,Cat_2,B,38.0,9.0
489,464049,Female,No,Yes,Healthcare,Low,3.0,Cat_6,C,32.0,1.0
490,467925,Female,No,Yes,Artist,Low,7.0,Cat_2,A,28.0,3.0
491,463711,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,68.0,3.0
492,463846,Female,Yes,Yes,Artist,Low,1.0,Cat_6,C,45.0,4.0
493,462064,Male,Yes,Yes,Artist,Average,3.0,Cat_7,C,58.0,0.0
494,463249,Male,No,No,Entertainment,Low,2.0,Cat_7,A,28.0,1.0
495,464217,Female,No,No,Healthcare,Low,3.0,Cat_6,A,32.0,12.0
496,463378,Male,No,Yes,Doctor,Low,1.0,Cat_3,B,30.0,1.0
497,463035,Female,Yes,No,Homemaker,Average,4.0,Cat_6,D,42.0,3.0
499,463114,Male,No,Yes,Artist,Low,3.0,Cat_6,C,41.0,2.0
500,465309,Female,No,No,Healthcare,Low,4.0,Cat_7,D,18.0,6.0
501,462688,Female,Yes,Yes,Healthcare,Low,3.0,Cat_3,D,29.0,8.0
502,459255,Female,No,Yes,Healthcare,Low,3.0,Cat_6,A,33.0,0.0
504,467492,Female,Yes,Yes,Doctor,Low,2.0,Cat_7,A,57.0,1.0
505,460789,Male,Yes,Yes,Executive,Low,3.0,Cat_6,D,36.0,1.0
506,467307,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,57.0,1.0
507,464026,Male,No,No,Healthcare,Low,2.0,Cat_6,D,18.0,1.0
509,462493,Male,Yes,Yes,Artist,Average,6.0,Cat_6,C,52.0,1.0
511,460452,Female,Yes,Yes,Entertainment,Average,2.0,Cat_1,B,37.0,0.0
512,459322,Male,No,Yes,Marketing,Low,1.0,Cat_6,A,36.0,0.0
513,464066,Female,No,Yes,Healthcare,Low,3.0,Cat_4,A,29.0,9.0
514,461114,Male,Yes,Yes,Artist,Average,4.0,Cat_3,C,45.0,1.0
515,465165,Male,No,Yes,Artist,Low,1.0,Cat_6,B,61.0,0.0
516,464526,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,A,52.0,1.0
517,460666,Female,Yes,Yes,Homemaker,Low,1.0,Cat_6,A,49.0,14.0
518,465417,Male,Yes,Yes,Entertainment,Average,2.0,Cat_4,B,40.0,4.0
519,464096,Female,No,No,Healthcare,Low,5.0,Cat_4,C,31.0,1.0
520,464891,Male,Yes,No,Entertainment,Low,3.0,Cat_4,A,42.0,1.0
521,460107,Male,Yes,Yes,Engineer,Average,5.0,Cat_6,C,51.0,1.0
522,467708,Female,No,Yes,Healthcare,Low,1.0,Cat_7,D,42.0,8.0
523,461873,Male,No,Yes,Doctor,Low,4.0,Cat_6,C,29.0,1.0
524,465181,Female,No,Yes,Healthcare,Low,1.0,Cat_4,A,33.0,8.0
525,467204,Male,No,Yes,Healthcare,Low,3.0,Cat_6,D,27.0,4.0
526,467320,Female,No,No,Healthcare,Low,4.0,Cat_2,D,21.0,0.0
527,459468,Male,Yes,No,Artist,Average,3.0,Cat_6,B,35.0,9.0
528,467316,Female,No,Yes,Doctor,Low,1.0,Cat_6,A,42.0,0.0
529,466182,Female,No,Yes,Artist,Low,1.0,Cat_6,C,41.0,2.0
530,463757,Male,No,Yes,Artist,Low,3.0,Cat_6,B,39.0,0.0
531,462314,Female,No,No,Doctor,Low,1.0,Cat_6,A,28.0,14.0
533,466652,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,B,61.0,1.0
534,461664,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,62.0,0.0
535,464105,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,C,65.0,1.0
536,466790,Male,Yes,Yes,Doctor,Average,2.0,Cat_3,A,45.0,1.0
537,463844,Female,Yes,Yes,Engineer,Low,2.0,Cat_6,B,26.0,9.0
538,462913,Female,No,Yes,Artist,Low,5.0,Cat_6,C,25.0,4.0
539,465541,Female,Yes,Yes,Artist,Average,4.0,Cat_7,C,45.0,1.0
540,459149,Male,Yes,No,Executive,High,4.0,Cat_6,B,43.0,0.0
541,464508,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,49.0,1.0
542,458999,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,55.0,1.0
543,459947,Female,No,Yes,Artist,Low,1.0,Cat_6,B,37.0,3.0
544,465500,Male,Yes,Yes,Entertainment,High,2.0,Cat_6,C,65.0,1.0
546,466338,Female,No,No,Engineer,Low,3.0,Cat_4,A,39.0,0.0
547,465122,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,40.0,2.0
548,465230,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,C,72.0,1.0
549,466369,Female,No,No,Homemaker,Low,1.0,Cat_2,B,38.0,5.0
550,463939,Male,No,No,Marketing,Low,5.0,Cat_6,D,26.0,0.0
551,460825,Male,No,Yes,Doctor,Low,3.0,Cat_4,D,30.0,1.0
553,463471,Male,No,Yes,Marketing,Low,4.0,Cat_7,A,57.0,1.0
554,467415,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,31.0,1.0
555,465879,Male,No,Yes,Artist,Low,1.0,Cat_6,A,39.0,0.0
556,463961,Female,No,No,Engineer,Low,4.0,Cat_4,A,30.0,0.0
557,462634,Female,Yes,No,Artist,Average,3.0,Cat_4,A,43.0,0.0
558,463622,Male,No,Yes,Healthcare,Low,1.0,Cat_3,C,27.0,8.0
559,466624,Female,Yes,No,Artist,Average,4.0,Cat_3,C,46.0,0.0
560,467785,Male,Yes,No,Artist,Low,2.0,Cat_6,B,43.0,1.0
562,460578,Male,Yes,No,Entertainment,Average,4.0,Cat_7,D,28.0,8.0
563,460198,Male,No,Yes,Entertainment,Low,1.0,Cat_6,D,43.0,9.0
564,467468,Female,No,No,Healthcare,Low,5.0,Cat_7,D,27.0,4.0
565,463581,Female,No,Yes,Healthcare,Low,3.0,Cat_6,D,28.0,1.0
566,463968,Male,No,No,Artist,Low,4.0,Cat_6,D,33.0,2.0
568,464574,Male,No,No,Healthcare,Low,2.0,Cat_6,D,58.0,4.0
569,462312,Female,No,Yes,Engineer,Low,4.0,Cat_6,A,38.0,8.0
570,467971,Female,No,Yes,Artist,Low,4.0,Cat_6,D,31.0,1.0
571,464746,Male,Yes,No,Executive,Average,5.0,Cat_4,D,32.0,4.0
572,459298,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,45.0,4.0
573,466414,Male,Yes,Yes,Artist,Low,3.0,Cat_6,A,66.0,1.0
574,460773,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,51.0,1.0
575,461594,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,59.0,5.0
576,462713,Female,No,Yes,Engineer,Low,1.0,Cat_3,B,40.0,4.0
577,465163,Male,Yes,Yes,Artist,Average,5.0,Cat_6,C,46.0,11.0
578,462222,Male,No,No,Healthcare,Low,6.0,Cat_4,D,20.0,1.0
579,459342,Female,Yes,No,Lawyer,High,2.0,Cat_6,C,84.0,1.0
580,463006,Female,No,Yes,Marketing,Low,1.0,Cat_6,D,41.0,2.0
581,463029,Male,Yes,No,Artist,Average,3.0,Cat_6,C,51.0,2.0
582,460767,Male,Yes,Yes,Entertainment,Average,5.0,Cat_2,A,57.0,8.0
583,464319,Female,No,No,Doctor,Low,1.0,Cat_6,A,33.0,0.0
584,462828,Male,No,No,Marketing,Low,3.0,Cat_5,D,25.0,3.0
585,459873,Male,Yes,Yes,Artist,Average,3.0,Cat_4,A,55.0,1.0
586,461608,Female,Yes,Yes,Executive,High,4.0,Cat_1,A,56.0,0.0
587,465155,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,C,77.0,1.0
588,461704,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,A,30.0,1.0
589,464826,Male,No,No,Healthcare,Low,5.0,Cat_4,D,23.0,6.0
590,462677,Female,No,Yes,Artist,Low,4.0,Cat_6,B,43.0,2.0
591,465006,Male,No,Yes,Entertainment,Low,1.0,Cat_6,A,39.0,5.0
592,463483,Male,Yes,No,Executive,High,2.0,Cat_6,D,29.0,1.0
593,459816,Male,Yes,Yes,Doctor,Low,2.0,Cat_6,D,37.0,3.0
594,459002,Female,Yes,No,Engineer,Low,2.0,Cat_6,D,45.0,2.0
595,465990,Male,Yes,No,Executive,High,2.0,Cat_2,D,48.0,2.0
596,466044,Male,Yes,No,Entertainment,Average,4.0,Cat_6,A,27.0,0.0
597,461163,Female,Yes,No,Entertainment,Low,4.0,Cat_3,B,60.0,9.0
598,467106,Male,Yes,Yes,Entertainment,Average,3.0,Cat_2,B,45.0,4.0
599,467373,Male,No,Yes,Healthcare,Low,1.0,Cat_6,D,31.0,5.0
600,461256,Male,No,No,Doctor,Low,4.0,Cat_4,C,33.0,1.0
602,459010,Female,Yes,Yes,Artist,Average,3.0,Cat_6,B,48.0,3.0
603,466537,Female,Yes,No,Lawyer,Low,2.0,Cat_6,A,83.0,1.0
604,459046,Male,Yes,Yes,Executive,Low,4.0,Cat_2,A,57.0,2.0
605,459335,Male,No,Yes,Healthcare,Low,3.0,Cat_1,D,26.0,3.0
606,462695,Male,Yes,Yes,Artist,Low,5.0,Cat_6,A,51.0,8.0
607,466208,Male,Yes,No,Executive,High,1.0,Cat_6,C,67.0,2.0
608,462128,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,38.0,9.0
609,467329,Female,No,Yes,Doctor,Low,1.0,Cat_6,C,40.0,0.0
610,461609,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,45.0,5.0
611,464470,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,48.0,0.0
612,462705,Female,Yes,No,Lawyer,Average,2.0,Cat_6,C,69.0,0.0
613,465255,Male,No,No,Healthcare,Low,5.0,Cat_6,D,21.0,9.0
615,461186,Female,No,No,Healthcare,Low,3.0,Cat_3,D,18.0,1.0
616,466018,Male,Yes,Yes,Artist,Low,3.0,Cat_4,C,72.0,0.0
617,461385,Male,Yes,No,Lawyer,Low,1.0,Cat_6,D,85.0,0.0
618,459115,Female,No,No,Marketing,Low,5.0,Cat_4,D,21.0,1.0
619,461263,Female,Yes,Yes,Artist,Low,1.0,Cat_4,A,48.0,1.0
621,460366,Male,No,No,Healthcare,Low,5.0,Cat_4,D,28.0,1.0
622,464106,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,55.0,1.0
623,465696,Female,No,Yes,Artist,Low,2.0,Cat_6,C,56.0,0.0
624,461627,Male,Yes,Yes,Doctor,Low,2.0,Cat_6,C,50.0,1.0
625,467963,Male,No,No,Healthcare,Low,4.0,Cat_6,D,21.0,1.0
626,462437,Male,No,No,Healthcare,Low,6.0,Cat_6,D,18.0,0.0
627,467543,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,68.0,0.0
628,465206,Male,Yes,Yes,Artist,Low,1.0,Cat_6,C,47.0,13.0
629,463040,Male,Yes,No,Lawyer,High,2.0,Cat_6,B,75.0,1.0
630,461668,Male,Yes,Yes,Artist,Average,4.0,Cat_2,C,50.0,3.0
631,461955,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,31.0,0.0
632,467139,Female,No,Yes,Artist,Low,3.0,Cat_6,A,30.0,0.0
633,459366,Female,Yes,Yes,Artist,Low,4.0,Cat_6,A,41.0,0.0
635,462167,Female,Yes,No,Healthcare,Low,1.0,Cat_6,A,35.0,2.0
636,466752,Male,Yes,Yes,Healthcare,Low,1.0,Cat_6,D,37.0,0.0
638,466902,Male,Yes,Yes,Doctor,Average,3.0,Cat_6,C,50.0,0.0
639,459534,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,36.0,0.0
640,463399,Female,No,No,Marketing,Low,3.0,Cat_3,A,26.0,3.0
642,464878,Male,No,No,Healthcare,Low,4.0,Cat_4,D,22.0,0.0
643,467599,Female,No,No,Healthcare,Low,3.0,Cat_6,D,19.0,0.0
644,466226,Female,Yes,Yes,Artist,Average,5.0,Cat_6,C,45.0,0.0
645,463576,Female,No,No,Doctor,Low,4.0,Cat_6,D,31.0,0.0
646,464911,Male,Yes,Yes,Artist,Average,3.0,Cat_4,C,56.0,0.0
648,463909,Female,No,Yes,Healthcare,Low,3.0,Cat_6,B,25.0,1.0
649,466099,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,73.0,1.0
650,464427,Male,Yes,Yes,Doctor,Average,4.0,Cat_3,C,62.0,1.0
651,463951,Male,Yes,No,Entertainment,Average,3.0,Cat_6,A,46.0,0.0
653,465289,Male,Yes,Yes,Executive,High,2.0,Cat_6,A,25.0,1.0
655,464219,Male,No,Yes,Marketing,Low,2.0,Cat_3,A,27.0,1.0
656,467098,Male,Yes,No,Executive,Low,2.0,Cat_6,A,87.0,1.0
657,467451,Female,Yes,Yes,Artist,Low,1.0,Cat_1,A,47.0,0.0
658,465137,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,57.0,1.0
659,462289,Male,Yes,Yes,Artist,Average,4.0,Cat_3,A,60.0,0.0
660,467459,Male,Yes,Yes,Executive,High,5.0,Cat_6,B,40.0,4.0
662,467647,Male,No,Yes,Healthcare,Low,3.0,Cat_6,D,28.0,2.0
663,459803,Male,No,Yes,Doctor,Low,3.0,Cat_6,C,39.0,4.0
664,465972,Female,No,Yes,Marketing,Low,1.0,Cat_6,D,47.0,9.0
667,464136,Male,Yes,Yes,Artist,Average,3.0,Cat_6,A,69.0,0.0
668,459286,Female,No,Yes,Artist,Low,1.0,Cat_6,D,42.0,0.0
669,463580,Female,Yes,Yes,Engineer,Low,1.0,Cat_6,D,46.0,1.0
670,466636,Female,No,No,Marketing,Low,3.0,Cat_6,C,23.0,3.0
671,461064,Male,No,Yes,Artist,Low,5.0,Cat_6,C,45.0,1.0
672,461597,Female,Yes,Yes,Doctor,Average,4.0,Cat_6,B,38.0,1.0
673,458990,Female,Yes,No,Lawyer,High,3.0,Cat_6,D,71.0,1.0
674,461351,Female,No,No,Doctor,Low,2.0,Cat_6,D,26.0,0.0
675,464420,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,60.0,8.0
676,462060,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,46.0,1.0
677,465707,Male,Yes,Yes,Entertainment,Average,4.0,Cat_3,C,39.0,1.0
678,463733,Female,No,No,Healthcare,Low,3.0,Cat_6,D,18.0,1.0
679,463960,Male,Yes,Yes,Doctor,Average,2.0,Cat_7,A,26.0,1.0
680,462395,Male,Yes,Yes,Artist,High,2.0,Cat_6,D,53.0,1.0
681,461015,Male,Yes,Yes,Entertainment,Average,2.0,Cat_3,C,40.0,1.0
682,464965,Male,Yes,No,Executive,Low,7.0,Cat_4,D,76.0,1.0
683,466267,Male,Yes,Yes,Entertainment,Average,3.0,Cat_3,A,26.0,0.0
684,464056,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,65.0,0.0
685,465898,Female,No,Yes,Artist,Low,2.0,Cat_6,A,37.0,12.0
686,465361,Male,No,No,Healthcare,Low,4.0,Cat_3,C,25.0,0.0
687,461394,Female,No,No,Engineer,Low,5.0,Cat_2,D,21.0,0.0
688,466269,Female,No,No,Healthcare,Low,4.0,Cat_2,D,25.0,0.0
689,466213,Male,No,No,Healthcare,Low,5.0,Cat_6,D,23.0,4.0
690,465550,Female,No,Yes,Healthcare,Low,6.0,Cat_3,D,30.0,1.0
691,463451,Female,No,No,Doctor,Low,4.0,Cat_6,D,30.0,0.0
692,463877,Male,Yes,No,Entertainment,Average,4.0,Cat_4,A,42.0,0.0
693,459499,Female,Yes,No,Lawyer,High,2.0,Cat_6,D,81.0,1.0
694,463876,Male,Yes,Yes,Entertainment,Average,5.0,Cat_6,C,49.0,1.0
695,465448,Male,No,No,Healthcare,Low,3.0,Cat_2,A,32.0,0.0
696,463041,Female,Yes,Yes,Artist,Average,4.0,Cat_2,B,43.0,4.0
697,459325,Male,Yes,No,Executive,High,4.0,Cat_6,D,26.0,9.0
698,467233,Female,No,No,Artist,Low,2.0,Cat_6,B,67.0,1.0
699,465264,Male,Yes,No,Executive,Low,1.0,Cat_6,A,88.0,0.0
700,461811,Female,No,Yes,Healthcare,Low,4.0,Cat_2,D,40.0,8.0
702,465368,Male,No,No,Healthcare,Low,3.0,Cat_1,D,18.0,7.0
704,467693,Male,Yes,Yes,Entertainment,High,5.0,Cat_6,B,61.0,7.0
705,467879,Female,Yes,Yes,Artist,High,4.0,Cat_6,C,51.0,2.0
706,461499,Female,Yes,No,Engineer,Average,2.0,Cat_4,A,25.0,0.0
707,465936,Male,No,Yes,Artist,Low,3.0,Cat_6,B,35.0,6.0
708,459748,Male,Yes,No,Executive,High,2.0,Cat_6,C,46.0,0.0
709,466376,Female,Yes,No,Homemaker,High,3.0,Cat_6,B,53.0,2.0
710,460215,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,D,48.0,9.0
711,462076,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,D,75.0,1.0
712,465756,Male,No,No,Healthcare,Low,3.0,Cat_4,D,23.0,1.0
713,463573,Male,No,No,Doctor,Low,2.0,Cat_6,D,29.0,1.0
714,463455,Male,Yes,No,Artist,Low,2.0,Cat_6,B,46.0,0.0
715,460841,Female,No,Yes,Marketing,Low,1.0,Cat_6,D,61.0,1.0
716,463959,Female,No,No,Artist,Low,1.0,Cat_6,B,37.0,1.0
717,461792,Female,No,No,Healthcare,Low,5.0,Cat_2,D,23.0,6.0
718,459118,Male,No,No,Healthcare,Low,8.0,Cat_6,D,21.0,1.0
719,462791,Female,No,No,Healthcare,Low,4.0,Cat_5,D,33.0,7.0
